order,seasonal_order,aic,bic,rmse,mae,ljungbox_pvalue,shapiro_pvalue
"(0, 1, 0)","(0, 0, 1, 12)",75.83513332072808,81.1620115089522,0.642141113926602,0.5025313126182765,0.000498010763906789,0.0020865497905151074
"(0, 1, 0)","(1, 0, 1, 12)",77.23563237289667,85.22594965523288,0.637214055283919,0.48864048003644406,0.0009361014810446105,0.0021992923540184875
"(0, 1, 0)","(1, 0, 0, 12)",77.75653067302657,83.10218834195038,0.6369017113620984,0.4886156729861167,0.0007687172679233081,0.0020526325869274966
"(0, 1, 1)","(0, 1, 0, 12)",77.8809557646406,83.18887646495565,0.6124276736720015,0.49972681024911947,0.0015978984973404086,0.9529595577374423
"(2, 1, 0)","(0, 0, 0, 12)",77.89086534373227,86.17738714812555,0.6493890438938431,0.5051931262159277,1.2026648417439887e-08,0.7532079563045531
"(1, 1, 1)","(0, 1, 0, 12)",78.02189287936757,85.98377392984014,0.5893219978532593,0.47808859105709667,0.0022464826364550533,0.1072635415663652
"(2, 1, 1)","(0, 1, 0, 12)",81.39503178486405,92.01087318549413,0.5935515653612812,0.48292385212776384,0.0022710961085974928,0.7242232296322129
"(2, 1, 0)","(0, 1, 0, 12)",84.55947537482994,92.52135642530251,0.5864339831773842,0.4759505733110044,0.010722563555658735,0.623550645388567
"(1, 1, 0)","(0, 0, 0, 12)",85.74047661096714,91.28184585989847,0.6665015854497232,0.5369895780965346,8.832998590951899e-08,0.5434918002880331
"(0, 1, 0)","(1, 1, 1, 12)",86.65803552668505,94.28791987349507,0.6138879750406812,0.4427655663304026,0.0009157047235492623,0.016673436032858785
"(0, 1, 0)","(1, 1, 0, 12)",93.18663123829448,98.29438502149556,0.6081030841822437,0.47494473211554356,0.0001383705806105274,0.09032143975899208
"(0, 1, 0)","(0, 0, 0, 12)",94.28769189442897,97.05837651889463,0.675980768957224,0.5533333333333335,6.49641329027103e-05,0.011054631646169922
"(1, 1, 0)","(0, 1, 0, 12)",105.09041461463393,110.41729280285806,0.5859090219058308,0.47523182892505966,2.234637699114868e-06,0.9094691094486105
"(0, 1, 0)","(0, 1, 0, 12)",130.13732968865287,132.80076878276495,0.5803878013946606,0.4700000000077282,8.718501574012331e-11,0.09694934278529511
